EMUL_OIL_L_TEMP_PV_VAL0,STAND_OIL_L_TEMP_PV_REAL_VAL0,GEAR_OIL_L_TEMP_PV_REAL_VAL0,EMUL_OIL_L_PR_VAL0,QUENCH_CW_FLOW_EXIT_VAL0,CAST_WHEEL_RPM_VAL0,BAR_TEMP_VAL0,QUENCH_CW_FLOW_ENTRY_VAL0,GEAR_OIL_L_PR_VAL0,STANDS_OIL_L_PR_VAL0,TUNDISH_TEMP_VAL0,BATH_TEMP_F7_VAL0,BATH_TEMP_F8_VAL0,RM_MOTOR_COOL_WATER__VAL0,ROLL_MILL_AMPS_VAL0,RM_COOL_WATER_FLOW_VAL0,EMULSION_LEVEL_ANALO_VAL0,UTS,Elongation,Conductivity,%AL
60.24778748,56.0042572,58.8368988,1.805341721,9.125906787,2.024029493,599.9366455,241.0747978,1.904541016,2.00693512,713.0109863,741.9263916,741.9504395,1.135353088,382.277832,207.7980957,1210.144287,9.9,16.8,61.9,99.732
60.32704163,55.97610474,58.91868591,1.773386002,9.122855027,2.027453661,589.5616455,241.4893286,1.908584595,2.013225555,709.8359375,735.6658936,741.3945313,1.135076523,374.4067383,208.2105713,1209.54834,10.3,15.1,61.4,99.671
60.23413086,55.96751404,58.96992493,1.773345947,9.141515268,2.026446581,585.5518799,241.6225888,1.903358459,2.008750916,698.3781738,724.9788818,749.3266602,1.14786911,347.1606445,208.008667,1210.650146,10.2,16.7,61.4,99.671
60.23284912,55.93893433,58.9703064,1.744991302,9.157282694,2.029467821,589.9373779,241.3286026,1.898445129,2.010305405,691.376709,717.0274658,743.0129395,1.121034622,308.6376953,208.2304077,1209.05835,9.4,20.7,61.4,99.671
60.36999512,56.01679993,59.00154114,1.766716003,9.136206477,2.021008253,586.5107422,241.3072402,1.895080566,2.005752563,686.5463867,722.8304443,741.373291,1.158870697,346.5551758,208.1235962,1210.594482,9.6,21.2,61.9,99.732
60.42304993,56.04603577,59.08177185,1.763618469,9.150988439,2.030273438,598.4592285,242.1790263,1.896245956,2.003984451,696.5107422,736.7728271,741.3835449,1.128604889,364.1137695,208.0864868,1209.064453,10.3,15.1,62.0,99.732
60.45181274,55.99465942,59.07775879,1.754817963,9.156360809,2.02282095,599.5200195,241.2395929,1.897291183,2.007513046,702.3596191,731.9273682,742.3908691,1.148237228,352.6855469,208.1993408,1209.703857,10.1,18.0,61.4,99.671
59.67420959,56.00621033,59.14254761,1.775123596,9.13302756,2.027050734,596.2366943,241.3870946,1.896585464,2.00075531,694.4626465,721.7215576,744.9384766,1.15218544,326.574707,208.0510864,1209.043457,9.9,18.8,61.4,99.671
60.35084534,55.99963379,59.19277954,1.782224655,9.148063836,2.025439501,591.2270508,241.8412982,1.894197464,2.004781723,689.0036621,722.8560791,742.7814941,1.144762039,330.2075195,208.3519287,1210.697266,10.2,13.9,62.0,99.732
59.52503967,54.59945679,58.44670105,1.751014709,9.224294258,1.507196069,520.5063477,243.8895378,1.910621643,2.020069122,696.5842285,757.131958,741.4790039,1.114406586,529.4067383,209.0877686,1209.488525,10.2,16.3,62.0,99.732
59.72937012,54.11755371,58.12889099,1.735944748,9.197527779,2.062902927,597.9780273,244.2643957,1.913087845,2.022239685,706.7590332,736.4102783,743.2414551,1.134803772,378.6450195,209.3991699,1209.107666,10.1,14.3,61.4,99.671
60.23649597,53.89025879,58.07350159,1.727876663,9.188308921,2.056658983,587.5621338,243.535025,1.914836884,2.02529335,699.7902832,730.9176025,740.1811523,1.187337875,377.434082,209.574707,1208.614258,9.5,13.1,61.1,99.671
60.39976501,54.02519226,58.20877075,1.740661621,9.176356194,2.06652832,597.6348877,243.3905751,1.913381577,2.016017914,706.2612305,708.0718994,741.4387207,1.14030838,374.3310547,209.3259888,1209.608154,10.2,17.7,62.0,99.732
60.11442566,54.22241211,58.32437134,1.735691071,9.126637938,2.060284376,593.8564453,242.4765729,1.909698486,2.015522003,712.1721191,662.0289307,742.7485352,1.124059677,351.2475586,209.081604,1207.891357,9.9,14.6,62.0,99.732
60.49742126,54.47567749,58.40594482,1.750230789,9.149716873,2.06350708,589.3269043,242.4735212,1.912630081,2.020681381,711.213623,604.5391846,742.826416,1.122837067,327.4829102,208.7229004,1210.146973,9.9,15.5,62.0,99.732
60.40222168,54.98796082,58.72721863,1.745740891,9.038645525,2.067938328,599.9313965,241.9811706,1.907377243,2.014707565,700.1730957,615.2545166,736.1638184,1.175075531,369.3359375,208.286377,1209.596924,10.1,21.0,61.1,99.671
60.36158752,55.13734436,58.84455872,1.737241745,9.100284719,2.053839207,599.4279785,240.6775604,1.900035858,2.009540558,696.1848145,683.7183838,734.7363281,1.112522125,319.6875,208.2195435,1208.462402,10.1,19.1,61.4,99.671
60.44723511,55.20280457,58.92053223,1.741146088,9.082991412,2.067938328,599.9082031,241.4796647,1.888214111,2.003303528,695.2265625,727.0670166,733.795166,1.130489349,338.0029297,208.2999878,1209.517334,10.2,17.3,61.4,99.671
60.4737854,55.27593994,58.98377991,1.724378586,9.085248443,2.064917088,599.8759766,241.3489476,1.891237259,2.004831314,698.3398438,732.5765381,735.940918,1.174230576,325.8178711,208.1672974,1208.453125,10.8,14.3,60.7,99.732
60.36128235,55.32722473,59.05641174,1.728996277,9.096978645,2.068341017,599.9492188,240.6246632,1.890764236,2.013999939,700.3967285,737.4503174,737.4606934,1.105550766,346.8579102,208.2088623,1209.049072,9.8,14.5,60.7,99.732
60.35823059,55.40777588,59.03427124,1.74786377,9.065507371,2.061089993,599.4909668,240.9308565,1.891836166,2.003383636,701.1689453,735.5882568,737.5942383,1.166002274,328.0126953,208.0108032,1208.613525,9.9,19.4,61.4,99.671
60.42628479,55.45219421,59.16566467,1.753211975,9.054667265,2.05947876,599.951416,240.9837537,1.895339966,2.004184723,697.5559082,737.7293701,735.5275879,1.109693527,329.9804688,208.0863037,1209.571045,9.9,15.1,61.4,99.671
60.40852356,55.59121704,59.17100525,1.754640579,9.058354808,2.067132473,599.9189453,240.8159069,1.890851974,2.00528717,694.3127441,734.1500244,734.3566895,1.181306839,333.840332,207.5928345,1208.734131,9.9,16.3,62.0,99.732
60.43482971,55.48561096,59.277771,1.751430511,9.066524624,2.062097073,599.9674072,240.8377778,1.891756058,2.009078979,694.2902832,735.2210693,735.6660156,1.150402069,349.4311523,207.7579346,1209.50415,9.9,19.0,62.0,99.732
60.34428406,55.55873108,59.22845459,1.75646019,9.027551106,2.05947876,599.9329834,240.7914928,1.878019333,2.003509521,696.8864746,736.3695068,737.8063965,1.168296814,319.0063477,207.5706787,1209.112305,9.7,23.4,61.3,99.671
60.42933655,55.58874512,59.3019104,1.759752274,9.063282129,2.063708544,599.9388428,240.9979952,1.894750595,2.006006241,703.3269043,734.2020264,739.3566895,1.142778397,337.2460938,207.6298828,1209.143311,9.7,20.4,61.3,99.671
60.42654419,55.64015198,59.38468933,1.754102707,9.045575563,2.059277296,599.8823242,240.5621022,1.887405396,2.006376266,700.826416,734.3277588,738.4938965,1.143882751,362.902832,207.9047852,1208.66748,9.9,15.2,61.8,99.732
60.35870361,55.58053589,59.44906616,1.762517929,9.071960571,2.046789646,599.9174805,240.1953823,1.884843826,2.006006241,697.3212891,734.2178955,736.8430176,1.144107819,361.0107422,207.6929932,1208.887207,10.2,15.8,61.8,99.732
60.34475708,55.61351013,59.49465942,1.756032944,9.042046966,2.065319777,573.2354736,241.3270767,1.881620407,2.003854752,695.6726074,744.6387939,736.3405762,1.111351013,374.4824219,207.5916748,1207.883057,9.7,19.7,61.3,99.671
60.29434204,55.61584473,59.43927002,1.74057579,9.049040582,2.060687304,597.7528076,240.31847,1.882915497,2.017332077,694.8850098,742.2186279,738.404541,1.213249207,378.4179688,207.508667,1208.066162,9.6,21.3,61.3,99.671
60.36741638,55.65663147,59.53239441,1.761520386,9.048977004,2.062097073,575.8094482,240.2208137,1.884120941,2.016675949,695.9711914,740.81604,740.2138672,1.165426254,380.0830078,207.6484985,1209.049805,9.9,16.5,61.8,99.732
60.29748535,55.63139343,59.64135742,1.760351181,9.025675545,2.06350708,597.762085,240.4441008,1.878200531,2.005500793,696.5117188,739.262085,743.4467773,1.162723541,388.6352539,207.6074829,1207.600586,9.8,17.3,61.8,99.732
60.24078369,55.64234924,59.63510132,1.761869431,9.035116927,2.047192335,599.90979,238.3668695,1.881429672,2.008096695,697.9638672,1115.078003,746.3474121,1.127597809,384.699707,207.6889648,1208.057373,9.9,19.4,61.3,99.671
60.25216675,55.62867737,59.75132751,1.75769043,9.009272335,2.0574646,578.1335449,237.3943753,1.867931366,2.013692856,697.8774414,703.1182861,748.4082031,1.127077103,322.0336914,207.4605713,1208.026855,9.8,18.8,61.9,99.722
60.26280212,55.61502075,59.74310303,1.747833252,9.028409413,2.054040432,596.9759521,237.5937569,1.878593445,2.012737274,698.5703125,729.005249,749.4279785,1.17483902,369.5629883,207.7642212,1208.008057,9.9,18.9,61.9,99.722
60.19126892,55.62132263,59.80274963,1.741849899,9.004662906,2.052630663,599.9187012,238.0393139,1.874605179,2.016716003,699.4172363,723.4793701,753.3669434,1.140735626,332.7050781,207.5634766,1208.050781,9.9,18.4,61.2,99.671
60.19372559,55.62153625,59.8568573,1.748199463,8.94613905,2.06652832,595.2055664,237.9314851,1.882040024,2.016958237,699.1884766,718.5457764,757.6054688,1.106866837,339.5922852,207.6383667,1207.066406,9.9,17.9,61.2,99.671
60.28352356,55.62937927,59.8888855,1.752363205,8.958409668,2.056658983,591.5307617,237.5408598,1.889860153,2.008810043,696.9709473,713.4888916,771.5192871,1.128646851,361.3891602,207.5818481,1208.017578,9.6,17.9,62.0,99.742
60.18487549,55.61268616,59.85102844,1.774726868,8.949286177,2.058874607,593.9661865,237.9177521,1.873010635,2.014638901,696.0974121,709.4454346,875.8959961,1.147947311,382.8076172,207.5841675,1207.041016,9.3,21.0,62.0,99.742
60.20085144,55.54946899,59.94371033,1.779153824,8.906370803,2.062298536,594.9101563,237.3165554,1.883388519,2.016628265,677.0390625,707.2344971,1019.891602,1.158571243,372.2119141,207.3829346,1207.48999,9.9,17.9,61.9,99.722
60.12979126,55.5605011,59.97424316,1.760427475,8.928559641,2.065319777,571.583374,237.614102,1.881813049,2.014129639,684.7080078,710.725708,837.2080078,1.141237259,396.5063477,207.3803711,1206.933838,10.3,19.0,61.9,99.722
60.14450073,55.6008606,60.05162048,1.764955521,8.887646983,2.069146633,586.4959717,238.6283036,1.869565964,2.011312485,694.5253906,718.8153076,735.090332,1.146020889,394.5385742,207.6747437,1206.911377,10.2,16.8,61.9,99.722
60.14234924,55.59805298,60.05102539,1.753011703,8.844731609,2.0574646,589.9448242,236.6695823,1.878673553,2.018241882,701.6955566,725.1300049,718.3405762,1.125911713,383.1103516,207.7454224,1206.112305,9.7,19.6,62.0,99.742
60.05032349,55.60223389,60.13725281,1.761634827,8.843301096,2.057263136,599.9285889,237.6486886,1.874416351,2.008432388,697.5949707,722.1473389,708.809082,1.132795334,342.6196289,207.7460938,1206.482422,9.7,17.6,62.0,99.742
60.09214783,55.54945374,60.13839722,1.758230209,8.79472725,2.0574646,597.2607422,237.2519598,1.871292114,2.011230469,691.9152832,716.1890869,709.1696777,1.167566299,377.5854492,207.7520142,1206.487305,10.1,18.8,61.9,99.722
60.07427979,55.53146362,60.18266296,1.765491486,8.769613808,2.065118313,597.2225342,238.716296,1.867254257,2.009052277,688.0505371,717.6988525,706.9130859,1.149612427,361.5405273,207.5448608,1206.07251,10.0,16.8,61.9,99.722
60.13200378,55.53797913,60.18652344,1.766347885,8.73483646,2.055248976,578.7856445,237.6553008,1.870218277,2.012752533,701.9099121,724.793335,706.5283203,1.140106201,343.1494141,207.749939,1206.977295,9.6,16.2,61.9,99.742
60.07287598,55.50648499,60.23345947,1.748392105,8.74055851,2.064312696,595.2155762,235.4249728,1.870342255,2.020587921,704.4958496,723.6231689,705.3317871,1.181091309,373.4228516,207.6421509,1205.481689,9.8,16.2,61.9,99.742
60.08279419,55.56433105,60.21340942,1.774305344,8.727493162,2.058673143,585.7694092,233.9626712,1.870153427,2.009313583,697.1335449,717.3392334,703.2875977,1.147533417,421.40625,207.5054321,1206.459473,10.3,15.0,61.9,99.722
59.93772888,55.42460632,60.20950317,1.769540787,8.671607807,2.051825047,576.9381104,234.3594,1.866546631,2.010730743,690.1152344,711.9195557,701.418457,1.110919952,392.2680664,207.5496216,1205.493896,10.3,17.1,62.0,99.722
59.97041321,55.45651245,60.26483154,1.741821289,8.664010197,2.058270216,569.0756836,234.905665,1.866933823,2.011617661,687.2570801,716.4232178,700.8693848,1.171588898,361.9946289,207.6636963,1205.409668,9.4,23.6,62.0,99.742
59.97242737,55.42973328,60.32092285,1.762359619,8.623796901,2.055651903,571.0296631,234.7540943,1.869155884,2.011884689,700.4841309,729.5235596,698.1628418,1.126052856,400.0634766,207.8255005,1205.472412,9.5,16.3,62.0,99.742
59.92077637,55.43058777,60.37657166,1.757469177,8.634191958,2.060687304,574.7705078,235.0190888,1.874633789,2.011976242,705.798584,727.7337646,696.9558105,1.174554825,362.3730469,207.8896484,1205.554199,10.2,18.8,62.0,99.722
59.91055298,55.44963074,60.42779541,1.772516251,8.559582784,2.060284376,597.0206299,235.8155981,1.86041832,2.010545731,699.5070801,719.0994873,696.1696777,1.133768082,372.8173828,207.538208,1206.518555,10.1,14.3,62.0,99.722
59.87049866,55.41488647,60.43327332,1.753526688,8.523565659,2.058270216,580.0515137,234.3380377,1.864521027,2.01581192,693.7521973,712.5684814,694.2780762,1.132631302,430.715332,207.7305298,1204.563965,9.2,18.6,62.0,99.742
59.84957886,55.35630798,60.40252686,1.745059967,8.553574632,2.066729784,589.4677734,234.2866664,1.859306335,2.014892578,690.7612305,710.9385986,692.7316895,1.129058838,426.25,207.6696777,1204.526611,9.7,18.8,62.0,99.742
59.7487793,55.31686401,60.45881653,1.756509781,8.539587399,2.056658983,570.5280762,233.9972578,1.862009048,2.022344589,689.3981934,722.8724365,690.5014648,1.161224365,354.9560547,207.6107788,1203.96167,10.0,14.0,61.8,99.722
59.84443665,55.33087158,60.49317932,1.767696381,8.507702864,2.059277296,598.3286133,234.7469735,1.859586716,2.021093369,701.3215332,735.8018799,689.7600098,1.15463829,370.3198242,207.6532593,1205.422363,10.2,15.2,61.8,99.722
59.80337524,55.31518555,60.5352478,1.759902954,8.465041803,2.066326857,571.9962158,234.6381274,1.859727859,2.015130997,706.1948242,730.0653076,687.1694336,1.160690308,368.503418,207.7803345,1203.479736,9.6,16.0,62.0,99.742
59.84857178,55.35688782,60.46432495,1.754776001,8.420378024,2.06451416,562.5423584,234.4977464,1.869838715,2.021213531,700.1035156,721.0718994,685.7644043,1.127281189,353.8208008,207.562439,1205.013184,9.4,18.0,62.0,99.742
59.8059082,55.3203125,60.45793152,1.748092651,8.425591447,2.054241896,578.7670898,234.6371101,1.862499237,2.019708633,691.3737793,714.286499,486.0183105,1.147977829,385.6835938,207.4459229,1203.429688,10.3,12.0,61.8,99.722
59.79426575,55.36271667,60.54789734,1.76897049,8.416054697,2.051623583,591.963623,233.3350259,1.86583519,2.015176773,686.5319824,725.4698486,1113.341064,1.14008522,388.1054688,207.6472168,1204.375732,10.3,14.0,61.8,99.722
59.78715515,55.3258667,60.54606628,1.751497269,8.39955612,2.062701464,578.7145996,234.0420169,1.850774765,2.011863708,697.3103027,745.8031006,670.8261719,1.129722595,356.8481445,207.7677612,1203.343506,9.6,20.0,61.9,99.742
59.80084229,55.39627075,60.53919983,1.75330925,8.302154113,2.060687304,577.5130615,235.0969086,1.862451553,2.010604858,706.0085449,733.9591064,668.2995605,1.137537003,373.0444336,207.6773682,1203.340088,9.5,20.0,61.9,99.742
59.77500916,55.31532288,60.53761292,1.770889282,8.268076127,2.064312696,599.8809814,234.0338789,1.857963562,2.017902374,697.8564453,721.4971924,666.7307129,1.138793945,364.5678711,207.5296021,1202.966064,10.3,12.0,61.8,99.722
59.8061676,55.34980774,60.54020691,1.770238876,8.230247018,2.066326857,598.6854248,234.4295905,1.858873367,2.015176773,690.8898926,714.7911377,668.4614258,1.142127991,391.2841797,207.6275635,1203.435059,9.4,18.0,61.9,99.742
59.81445313,55.32609558,60.54554749,1.753936768,8.200746672,2.071563721,594.5378418,234.3136236,1.867815018,2.017381668,464.6960449,731.1871338,683.317627,1.131593704,346.4038086,207.5373535,1202.835938,10.3,12.8,61.8,99.722
59.79354858,55.33224487,60.51893616,1.74889946,8.23819431,2.067736864,592.4572754,234.0318444,1.861749649,2.017961502,296.5695801,744.0872803,717.3103027,1.145940781,331.6455078,207.5340576,1202.533936,11.1,12.0,61.8,99.722
59.8044281,55.34332275,60.53862,1.783397675,8.161963889,2.06149292,599.8883057,235.4717665,1.866027832,2.014774323,676.7758789,759.2789307,714.3400879,1.13284874,349.2041016,207.5621338,1203.02832,10.1,14.8,61.9,99.742
59.7880249,55.2996521,60.54396057,1.76130867,8.183040106,2.050616503,599.9020996,234.3960211,1.862895966,2.024454117,704.168457,733.383667,716.3540039,1.187742233,353.5180664,207.8466187,1202.567871,10.9,12.4,61.8,99.722
59.78263855,55.30308533,60.54104614,1.754846573,8.217435984,2.053234816,591.5174561,234.2266484,1.868047714,2.02205658,698.6611328,701.4298096,718.8837891,1.137823105,375.1635742,207.5073242,1202.96582,10.1,14.0,61.9,99.742
59.77455139,55.25944519,60.53744507,1.76726532,8.167272679,2.05645752,599.9405518,234.4687547,1.856729507,2.018318176,690.9699707,690.9669189,721.3166504,1.165294647,330.1318359,207.875,1201.883789,9.8,16.4,61.9,99.742
59.81375122,55.27259827,60.5723114,1.770198822,8.1493118,2.06451416,599.9353027,234.5089362,1.861328125,2.018838882,682.6689453,765.6397705,723.7783203,1.154588699,343.3007813,207.8311768,1202.309814,10.1,14.8,61.8,99.69
59.85372925,55.25952148,60.56463623,1.767028809,8.162853985,2.066125393,599.8692627,234.660507,1.866127014,2.021385193,690.3144531,727.2474365,720.7570801,1.170675278,360.2539063,207.4954834,1201.279785,9.9,14.0,61.8,99.69
59.9230957,55.27641296,60.54768372,1.774568558,8.098830604,2.056054592,599.9387207,234.0720259,1.859582901,2.018884659,706.0048828,625.880249,723.765625,1.14270401,355.8642578,207.5751953,1201.896729,10.0,14.0,61.8,99.69
59.8059082,55.27565002,60.54675293,1.766542435,8.126201076,2.059881687,592.8969727,234.1656132,1.861337662,2.0221138,706.0043945,531.336792,725.8623047,1.1431427,331.3427734,207.5998535,1200.916992,10.7,14.0,61.8,99.722
59.72845459,55.29881287,60.49385071,1.755708694,8.111450903,2.066326857,599.9421387,234.397547,1.866353989,2.026845932,699.0717773,510.508667,726.4118652,1.208576202,347.1606445,207.0420532,1201.85791,9.9,14.0,61.8,99.69
59.56060791,55.26412964,60.48609924,1.764326096,8.080361098,2.057061672,599.8781738,234.0628706,1.865531921,2.02139473,693.1618652,600.0738525,724.7126465,1.151765823,349.5068359,207.7672119,1200.821289,10.3,13.2,61.8,99.722
59.5602417,55.26269531,60.48640442,1.772111893,8.073399271,2.066326857,567.6247559,234.8787078,1.870265961,2.013303757,696.7561035,683.9656982,726.3823242,1.130844116,353.0639648,207.8265991,1201.372314,9.9,14.0,61.8,99.69
59.62428284,55.2742157,60.53799438,1.776403427,8.060492869,2.049609423,583.9488525,235.164556,1.859247208,2.013795853,703.0402832,738.5941162,727.0622559,1.15553093,357.8320313,208.072937,1200.881592,10.6,16.4,61.8,99.722
59.62080383,55.21591187,60.46084595,1.798801422,8.059793507,2.056054592,599.9123535,235.0490977,1.860904694,2.022762299,703.416748,738.2515869,728.9821777,1.180456161,326.3476563,207.9285889,1201.44873,10.1,14.8,61.8,99.69
59.55476379,55.20527649,60.48304749,1.774801254,8.007118858,2.061089993,599.1693115,235.0699514,1.860004425,2.013486862,671.8537598,727.4705811,727.3850098,1.120435715,352.4584961,208.1194458,1199.931152,10.3,12.0,61.8,99.722
59.65620422,55.22039795,60.4367981,1.764785767,8.048667299,2.183752537,599.8962402,235.0648652,1.866230011,2.020729065,339.7489014,714.354126,726.9963379,1.132993698,298.7988281,208.3370361,1200.923584,10.9,12.4,61.7,99.731
53.95259094,51.4039917,58.07426453,1.734790802,7.974821065,1.528949022,579.2969971,237.7946645,1.929592133,2.042772293,50.97766113,718.2452393,763.8361816,1.205804825,488.840332,209.496521,1197.733643,10.0,6.0,61.8,99.69
54.40994263,50.93392944,57.78448486,1.740438461,7.975043589,2.016577244,585.3571777,237.7376983,1.93265152,2.04549408,740.328125,722.7125244,768.2050781,1.137491226,418.2275391,209.5455933,1197.290283,10.2,18.0,61.8,99.69
55.07217407,50.72027588,57.77420044,1.729757309,7.95364948,2.018188477,595.9802246,237.3699612,1.931509018,2.05480957,733.2060547,716.7662354,767.019043,1.17565155,367.2924805,209.7288818,1197.218506,9.9,16.0,61.8,99.69
56.22087097,50.77963257,57.81092834,1.744316101,7.928027412,2.015570164,594.4780273,236.9198266,1.929761887,2.050619125,721.8017578,721.9024658,762.4545898,1.14746666,389.9975586,209.5795288,1197.818604,9.8,16.8,61.8,99.69
57.09428406,50.95018005,57.91200256,1.741910934,7.932954733,2.010131836,599.8753662,237.8846914,1.924863815,2.041732788,714.765625,729.1297607,757.0991211,1.196176529,338.3056641,209.4949951,1197.322998,9.8,14.8,61.8,99.69
57.92729187,51.39108276,58.02851868,1.728544235,7.921637789,2.01335454,599.9136963,237.2829861,1.923694611,2.048490524,707.190918,737.7279053,750.9592285,1.193153381,335.3540039,209.5663452,1196.796143,11.0,12.0,61.7,99.731
58.71910095,51.93209839,58.05999756,1.736431122,7.913404395,1.901568651,599.1429443,237.2692531,1.925689697,2.048273087,691.6577148,735.1849365,747.4348145,1.13633728,398.3984375,209.3824463,1197.145264,10.7,14.0,61.7,99.731
59.34602356,52.3368988,58.09428406,1.739896774,7.921160952,1.923522949,599.2789307,236.9340682,1.925207138,2.031642914,696.0629883,741.2835693,749.9846191,1.139205933,364.7192383,209.4432373,1197.302979,11.0,14.8,61.7,99.731
60.00791931,52.61740112,58.13807678,1.754615784,7.929489713,1.922717333,598.2868652,237.9599681,1.924215317,2.040050507,708.8227539,733.7645264,753.2470703,1.162712097,347.5390625,209.4608765,1196.839844,9.5,20.0,61.8,99.69
60.30867004,53.02191162,58.1946106,1.727199554,7.929521503,2.072772264,599.9454346,237.7478708,1.92533493,2.025625229,712.4433594,739.5037842,749.638916,1.130161285,344.5874023,209.4901123,1196.262939,10.1,14.0,61.8,99.69
60.47615051,53.16752625,58.19288635,1.742786407,7.948054587,2.070959568,599.8659668,236.682298,1.927694321,2.03978157,707.7419434,733.3067627,745.1376953,1.179794312,329.753418,209.5303955,1196.168457,10.0,14.0,61.8,99.69
60.33250427,53.54730225,58.2988739,1.747880936,7.989475871,2.066729784,598.2172852,237.4401517,1.917158127,2.026445389,701.565918,739.4586182,738.9667969,1.135345459,332.0996094,209.1367798,1196.182861,10.9,15.2,60.7,99.731
60.41505432,53.80799866,58.24685669,1.737161636,7.951265293,2.0625,599.9133301,236.2087665,1.925188065,2.032979965,697.3098145,732.4969482,734.1621094,1.155017853,344.8901367,209.0841675,1196.243408,10.8,13.8,60.7,99.731
60.29975891,54.09281921,58.34596252,1.728891373,7.954952836,2.065118313,599.8956299,236.5693828,1.920589447,2.026863098,691.7971191,736.8997803,735.145752,1.116704941,339.7436523,208.8430176,1196.269775,10.8,14.2,61.7,99.731
60.38162231,54.25296021,58.43611145,1.728473663,8.011569342,2.060284376,599.9012451,236.6848411,1.922239304,2.031435013,697.8762207,733.3299561,740.1520996,1.170255661,317.5683594,208.7231445,1195.831543,10.4,16.6,61.8,99.69
