timestamp,timestamp_utc,sequence_number,EMUL_OIL_L_TEMP_PV_VAL0,STAND_OIL_L_TEMP_PV_REAL_VAL0,GEAR_OIL_L_TEMP_PV_REAL_VAL0,EMUL_OIL_L_PR_VAL0,ROD_DIA_MM_VAL0,CAST_NUMBER_MIS_VAL0,STAND_OIL_L_TEMP_SP_VAL0,REELA_ROD_TEMP_VAL0,REELB_ROD_TEMP_VAL0,QUENCH_CW_FLOW_EXIT_VAL0,CAST_WHEEL_RPM_VAL0,EMUL_OIL_L_TEMP_PV_I_VAL0,BAR_TEMP_VAL0,ROD_TEMP_VAL0,QUENCH_CW_FLOW_ENTRY_VAL0,EMULSION_LEVEL_VAL0,GEAR_OIL_L_PR_VAL0,STANDS_OIL_L_PR_VAL0,TUNDISH_TEMP_VAL0,BATH_TEMP_F7_VAL0,BATH_TEMP_F8_VAL0,RM_MOTOR_COOL_WATER__VAL0,FLANGE_CLAMP_A_PRESS_VAL0,FLANGE_CLAMP_B_PRESS_VAL0,ROLL_MILL_AMPS_VAL0,RM_COOL_WATER_FLOW_VAL0,CCW_LEVEL_VAL0,EMULSION_LEVEL_ANALO_VAL0
34:02.5,04:02.5,150803,60.32763672,55.95080566,58.44308472,1.796894073,9.5,858194,55,16.33477592,1,9.121837774,2.024029493,60,575.2215576,-2.5,240.7686046,4221.759766,1.907600403,2.009126663,700.6408691,723.6519775,743.4145508,1.166727066,2.121643066,1.221038818,325.9692383,207.8426514,745,1212.735352
42:41.1,12:41.1,150804,60.27485657,56.00390625,58.5332489,1.797525406,9.5,858194,55,16.33374977,1,9.144153769,2.029467821,60,597.932251,-2.5,241.5462948,4221.441406,1.909303665,2.001157761,693.7910156,719.4945068,746.1970215,1.144975662,1.834625244,1.036956787,380.6884766,207.9039307,745,1211.245117
52:41.1,22:41.1,150805,60.21990967,56.05107117,58.58721924,1.769153595,9.5,858194,55,16.33536339,1,9.145933962,2.013958693,60,586.7363281,-2.5,241.0508924,4224.154297,1.910720825,2.002250671,687.9431152,716.5096436,745.3022461,1.188192368,2.182220459,1.015930176,355.1074219,207.9751587,745,1211.162354
01:21.2,31:21.2,150806,60.16372681,55.94926453,58.7240448,1.787761688,9.5,858194,55,16.3364048,1,9.142500732,2.014764309,60,599.9361572,-2.5,240.9679862,4223.749023,1.911485672,2.000282288,691.6447754,722.7852783,743.998291,1.184074402,1.946716309,0.5578613281,359.1943359,208.178772,745,1210.532959
11:21.3,41:21.3,150807,60.15737915,55.86270142,58.83320618,1.815755844,9.5,858194,55,16.33539009,1,9.130261903,2.028259277,60,585.076416,-2.5,241.1846612,4222.864258,1.912881851,2.016822815,703.5571289,735.9471436,742.7429199,1.136384964,2.154388428,1.232543945,347.0849609,208.1132813,745,1211.751953
20:01.1,50:01.1,150808,60.24778748,56.0042572,58.8368988,1.805341721,9.5,858194,55,16.3345356,1,9.125906787,2.024029493,60,599.9366455,-2.5,241.0747978,4226.592773,1.904541016,2.00693512,713.0109863,741.9263916,741.9504395,1.135353088,1.810577393,1.045776367,382.277832,207.7980957,745,1210.144287
28:05.9,58:05.9,150809,60.32704163,55.97610474,58.91868591,1.773386002,9.5,858194,55,16.35497093,1,9.122855027,2.027453661,60,589.5616455,-2.5,241.4893286,4223.231445,1.908584595,2.013225555,709.8359375,735.6658936,741.3945313,1.135076523,2.155914307,1.211639404,374.4067383,208.2105713,745,1209.54834
38:05.9,08:05.9,150810,60.23413086,55.96751404,58.96992493,1.773345947,9.5,858194,55,16.33676338,1,9.141515268,2.026446581,60,585.5518799,-2.5,241.6225888,4223.489258,1.903358459,2.008750916,698.3781738,724.9788818,749.3266602,1.14786911,2.150482178,1.288665771,347.1606445,208.008667,745,1210.650146
46:44.8,16:44.8,150811,60.23284912,55.93893433,58.9703064,1.744991302,9.5,858194,55,16.34062004,1,9.157282694,2.029467821,60,589.9373779,-2.5,241.3286026,4223.959961,1.898445129,2.010305405,691.376709,717.0274658,743.0129395,1.121034622,1.872314453,1.059143066,308.6376953,208.2304077,745,1209.05835
56:44.8,26:44.8,150812,60.36999512,56.01679993,59.00154114,1.766716003,9.5,858194,55,16.33831978,1,9.136206477,2.021008253,60,586.5107422,-2.5,241.3072402,4224.361328,1.895080566,2.005752563,686.5463867,722.8304443,741.373291,1.158870697,2.191070557,1.282531738,346.5551758,208.1235962,745,1210.594482
05:24.3,35:24.3,150813,60.42304993,56.04603577,59.08177185,1.763618469,9.5,858194,55,16.33782005,1,9.150988439,2.030273438,60,598.4592285,-2.5,242.1790263,4226.022461,1.896245956,2.003984451,696.5107422,736.7728271,741.3835449,1.128604889,1.879699707,0.4319763184,364.1137695,208.0864868,745,1209.064453
15:24.3,45:24.3,150814,60.45181274,55.99465942,59.07775879,1.754817963,9.5,858194,55,16.33844566,1,9.156360809,2.02282095,60,599.5200195,-2.5,241.2395929,4223.270508,1.897291183,2.007513046,702.3596191,731.9273682,742.3908691,1.148237228,2.15222168,1.274139404,352.6855469,208.1993408,745,1209.703857
24:03.3,54:03.3,150815,59.67420959,56.00621033,59.14254761,1.775123596,9.5,858194,55,16.33646202,1,9.13302756,2.027050734,60,596.2366943,-2.5,241.3870946,4222.760742,1.896585464,2.00075531,694.4626465,721.7215576,744.9384766,1.15218544,1.885375977,1.05078125,326.574707,208.0510864,745,1209.043457
34:03.3,04:03.3,150816,60.35084534,55.99963379,59.19277954,1.782224655,9.5,858194,55,16.33592033,1,9.148063836,2.025439501,60,591.2270508,-2.5,241.8412982,4225.52832,1.894197464,2.004781723,689.0036621,722.8560791,742.7814941,1.144762039,2.004882813,0.1913757324,330.2075195,208.3519287,745,1210.697266
16:25.1,46:25.1,150817,59.52503967,54.59945679,58.44670105,1.751014709,9.5,858194,55,16.31200981,1,9.224294258,1.507196069,60,520.5063477,-2.5,243.8895378,4226.707031,1.910621643,2.020069122,696.5842285,757.131958,741.4790039,1.114406586,1.943481445,1.120147705,529.4067383,209.0877686,745,1209.488525
26:25.1,56:25.1,150818,59.72937012,54.11755371,58.12889099,1.735944748,9.5,858194,55,16.33032799,1,9.197527779,2.062902927,60,597.9780273,-2.5,244.2643957,4220.56543,1.913087845,2.022239685,706.7590332,736.4102783,743.2414551,1.134803772,2.057434082,1.200286865,378.6450195,209.3991699,745,1209.107666
34:52.0,04:52.0,150819,60.23649597,53.89025879,58.07350159,1.727876663,9.5,858194,55,16.33973122,1,9.188308921,2.056658983,60,587.5621338,-2.5,243.535025,4222.896484,1.914836884,2.02529335,699.7902832,730.9176025,740.1811523,1.187337875,2.173217773,1.107299805,377.434082,209.574707,745,1208.614258
44:52.0,14:52.0,150820,60.39976501,54.02519226,58.20877075,1.740661621,9.5,858194,55,16.34506798,1,9.176356194,2.06652832,60,597.6348877,-2.5,243.3905751,4225.143555,1.913381577,2.016017914,706.2612305,708.0718994,741.4387207,1.14030838,2.153442383,0.3078613281,374.3310547,209.3259888,745,1209.608154
53:09.6,23:09.6,150821,60.11442566,54.22241211,58.32437134,1.735691071,9.5,858194,55,16.34529686,1,9.126637938,2.060284376,60,593.8564453,-2.5,242.4765729,4225.267578,1.909698486,2.015522003,712.1721191,662.0289307,742.7485352,1.124059677,2.103271484,0.7759094238,351.2475586,209.081604,745,1207.891357
03:09.6,33:09.6,150822,60.49742126,54.47567749,58.40594482,1.750230789,9.5,858194,55,16.34045601,1,9.149716873,2.06350708,60,589.3269043,-2.5,242.4735212,4224.261719,1.912630081,2.020681381,711.213623,604.5391846,742.826416,1.122837067,2.17364502,1.148895264,327.4829102,208.7229004,745,1210.146973
31:06.8,01:06.8,150823,60.40222168,54.98796082,58.72721863,1.745740891,9.5,858194,55,16.38436699,1,9.038645525,2.067938328,60,599.9313965,-2.5,241.9811706,4222.899414,1.907377243,2.014707565,700.1730957,615.2545166,736.1638184,1.175075531,2.851806641,4.776824951,369.3359375,208.286377,745,1209.596924
41:06.8,11:06.8,150824,60.36158752,55.13734436,58.84455872,1.737241745,9.5,858194,55,16.35529137,1,9.100284719,2.053839207,60,599.4279785,-2.5,240.6775604,4224.369141,1.900035858,2.009540558,696.1848145,683.7183838,734.7363281,1.112522125,1.847137451,0.3988647461,319.6875,208.2195435,745,1208.462402
49:23.2,19:23.2,150825,60.44723511,55.20280457,58.92053223,1.741146088,9.5,858194,55,16.34739494,1,9.082991412,2.067938328,60,599.9082031,-2.5,241.4796647,4223.629883,1.888214111,2.003303528,695.2265625,727.0670166,733.795166,1.130489349,2.004486084,1.060638428,338.0029297,208.2999878,745,1209.517334
59:23.2,29:23.2,150826,60.4737854,55.27593994,58.98377991,1.724378586,9.5,858194,55,16.34558678,1,9.085248443,2.064917088,60,599.8759766,-2.5,241.3489476,4224.797852,1.891237259,2.004831314,698.3398438,732.5765381,735.940918,1.174230576,2.16305542,1.214202881,325.8178711,208.1672974,745,1208.453125
07:37.0,37:37.0,150827,60.36128235,55.32722473,59.05641174,1.728996277,9.5,858194,55,16.34869957,1,9.096978645,2.068341017,60,599.9492188,-2.5,240.6246632,4223.786133,1.890764236,2.013999939,700.3967285,737.4503174,737.4606934,1.105550766,1.834777832,1.065765381,346.8579102,208.2088623,745,1209.049072
17:37.0,47:37.0,150828,60.35823059,55.40777588,59.03427124,1.74786377,9.5,858194,55,16.34478569,1,9.065507371,2.061089993,60,599.4909668,-2.5,240.9308565,4225.249023,1.891836166,2.003383636,701.1689453,735.5882568,737.5942383,1.166002274,1.984375,0.4422302246,328.0126953,208.0108032,745,1208.613525
25:50.8,55:50.8,150829,60.42628479,55.45219421,59.16566467,1.753211975,9.5,858194,55,16.34377098,1,9.054667265,2.05947876,60,599.951416,-2.5,240.9837537,4224.392578,1.895339966,2.004184723,697.5559082,737.7293701,735.5275879,1.109693527,1.919677734,0.6944885254,329.9804688,208.0863037,745,1209.571045
35:50.9,05:50.9,150830,60.40852356,55.59121704,59.17100525,1.754640579,9.5,858194,55,16.34658623,1,9.058354808,2.067132473,60,599.9189453,-2.5,240.8159069,4222.193359,1.890851974,2.00528717,694.3127441,734.1500244,734.3566895,1.181306839,2.199249268,1.264556885,333.840332,207.5928345,745,1208.734131
44:04.4,14:04.4,150831,60.43482971,55.48561096,59.277771,1.751430511,9.5,858194,55,16.34248161,1,9.066524624,2.062097073,60,599.9674072,-2.5,240.8377778,4225.100586,1.891756058,2.009078979,694.2902832,735.2210693,735.6660156,1.150402069,1.702758789,1.007720947,349.4311523,207.7579346,745,1209.50415
54:04.4,24:04.4,150832,60.34428406,55.55873108,59.22845459,1.75646019,9.5,858194,55,16.34428978,1,9.027551106,2.05947876,60,599.9329834,-2.5,240.7914928,4224.881836,1.878019333,2.003509521,696.8864746,736.3695068,737.8063965,1.168296814,1.781555176,0.4183959961,319.0063477,207.5706787,745,1209.112305
02:19.1,32:19.1,150833,60.42933655,55.58874512,59.3019104,1.759752274,9.5,858194,55,16.34478569,1,9.063282129,2.063708544,60,599.9388428,-2.5,240.9979952,4221.55957,1.894750595,2.006006241,703.3269043,734.2020264,739.3566895,1.142778397,1.895751953,0.845703125,337.2460938,207.6298828,745,1209.143311
12:19.1,42:19.1,150834,60.42654419,55.64015198,59.38468933,1.754102707,9.5,858194,55,16.34717369,1,9.045575563,2.059277296,60,599.8823242,-2.5,240.5621022,4220.978516,1.887405396,2.006376266,700.826416,734.3277588,738.4938965,1.143882751,2.180999756,1.248779297,362.902832,207.9047852,745,1208.66748
20:36.1,50:36.1,150835,60.35870361,55.58053589,59.44906616,1.762517929,9.5,858194,55,16.34765053,1,9.071960571,2.046789646,60,599.9174805,-2.5,240.1953823,4224.49707,1.884843826,2.006006241,697.3212891,734.2178955,736.8430176,1.144107819,1.781677246,1.0965271,361.0107422,207.6929932,745,1208.887207
30:36.1,00:36.1,150836,60.34475708,55.61351013,59.49465942,1.756032944,9.5,858194,55,16.34576988,1,9.042046966,2.065319777,60,573.2354736,-2.5,241.3270767,4226.473633,1.881620407,2.003854752,695.6726074,744.6387939,736.3405762,1.111351013,1.76776123,0.2783508301,374.4824219,207.5916748,745,1207.883057
38:53.2,08:53.2,150837,60.29434204,55.61584473,59.43927002,1.74057579,9.5,858194,55,16.34864616,1,9.049040582,2.060687304,60,597.7528076,-2.5,240.31847,4223.612305,1.882915497,2.017332077,694.8850098,742.2186279,738.404541,1.213249207,1.876403809,0.9271240234,378.4179688,207.508667,745,1208.066162
45:55.5,15:55.5,150838,60.36741638,55.65663147,59.53239441,1.761520386,9.5,858194,55,16.37734413,1,9.048977004,2.062097073,60,575.8094482,-2.5,240.2208137,4223.411133,1.884120941,2.016675949,695.9711914,740.81604,740.2138672,1.165426254,2.109313965,1.027130127,380.0830078,207.6484985,745,1209.049805
55:55.5,25:55.5,150839,60.29748535,55.63139343,59.64135742,1.760351181,9.5,858194,55,16.35486794,1,9.025675545,2.06350708,60,597.762085,-2.5,240.4441008,4224.550781,1.878200531,2.005500793,696.5117188,739.262085,743.4467773,1.162723541,2.142089844,1.256134033,388.6352539,207.6074829,745,1207.600586
04:13.1,34:13.1,150840,60.24078369,55.64234924,59.63510132,1.761869431,9.5,858194,55,16.34669685,1,9.035116927,2.047192335,60,599.90979,-2.5,238.3668695,4222.310547,1.881429672,2.008096695,697.9638672,1115.078003,746.3474121,1.127597809,1.884643555,1.040924072,384.699707,207.6889648,745,1208.057373
14:13.1,44:13.1,150841,60.25216675,55.62867737,59.75132751,1.75769043,9.5,858194,55,16.35030937,1,9.009272335,2.0574646,60,578.1335449,-2.5,237.3943753,4224.822266,1.867931366,2.013692856,697.8774414,703.1182861,748.4082031,1.127077103,2.218536377,0.6083068848,322.0336914,207.4605713,745,1208.026855
22:29.9,52:29.9,150842,60.26280212,55.61502075,59.74310303,1.747833252,9.5,858194,55,16.35010338,1,9.028409413,2.054040432,60,596.9759521,-2.5,237.5937569,4223.025391,1.878593445,2.012737274,698.5703125,729.005249,749.4279785,1.17483902,2.143798828,0.9075317383,369.5629883,207.7642212,745,1208.008057
32:29.9,02:29.9,150843,60.19126892,55.62132263,59.80274963,1.741849899,9.5,858194,55,16.35403252,1,9.004662906,2.052630663,60,599.9187012,-2.5,238.0393139,4227.045898,1.874605179,2.016716003,699.4172363,723.4793701,753.3669434,1.140735626,2.181121826,1.273895264,332.7050781,207.5634766,745,1208.050781
40:45.5,10:45.5,150844,60.19372559,55.62153625,59.8568573,1.748199463,9.5,858194,55,16.3517971,1,8.94613905,2.06652832,60,595.2055664,-2.5,237.9314851,4223.220703,1.882040024,2.016958237,699.1884766,718.5457764,757.6054688,1.106866837,1.873718262,1.142700195,339.5922852,207.6383667,745,1207.066406
50:45.6,20:45.6,150845,60.28352356,55.62937927,59.8888855,1.752363205,9.5,858194,55,16.35233879,1,8.958409668,2.056658983,60,591.5307617,-2.5,237.5408598,4223.464844,1.889860153,2.008810043,696.9709473,713.4888916,771.5192871,1.128646851,2.206268311,1.067230225,361.3891602,207.5818481,745,1208.017578
59:03.1,29:03.1,150846,60.18487549,55.61268616,59.85102844,1.774726868,9.5,858194,55,16.35000038,1,8.949286177,2.058874607,60,593.9661865,-2.5,237.9177521,4223.080078,1.873010635,2.014638901,696.0974121,709.4454346,875.8959961,1.147947311,1.944885254,0.7389221191,382.8076172,207.5841675,745,1207.041016
09:03.1,39:03.1,150847,60.20085144,55.54946899,59.94371033,1.779153824,9.5,858194,55,16.34733772,1,8.906370803,2.062298536,60,594.9101563,-2.5,237.3165554,4224.692383,1.883388519,2.016628265,677.0390625,707.2344971,1019.891602,1.158571243,92.32598877,1.207519531,372.2119141,207.3829346,745,1207.48999
17:20.4,47:20.4,150848,60.12979126,55.5605011,59.97424316,1.760427475,9.5,858194,55,16.34840202,1,8.928559641,2.065319777,60,571.583374,-2.5,237.614102,4223.727539,1.881813049,2.014129639,684.7080078,710.725708,837.2080078,1.141237259,1.795532227,1.087463379,396.5063477,207.3803711,745,1206.933838
27:20.4,57:20.4,150849,60.14450073,55.6008606,60.05162048,1.764955521,9.5,858194,55,16.34796715,1,8.887646983,2.069146633,60,586.4959717,-2.5,238.6283036,4225.106445,1.869565964,2.011312485,694.5253906,718.8153076,735.090332,1.146020889,1.876312256,0.4932861328,394.5385742,207.6747437,745,1206.911377
35:41.2,05:41.2,150850,60.14234924,55.59805298,60.05102539,1.753011703,9.5,858194,55,16.34817696,1,8.844731609,2.0574646,60,589.9448242,-2.5,236.6695823,4224.18457,1.878673553,2.018241882,701.6955566,725.1300049,718.3405762,1.125911713,1.901031494,0.8713378906,383.1103516,207.7454224,745,1206.112305
45:41.2,15:41.2,150851,60.05032349,55.60223389,60.13725281,1.761634827,9.5,858194,55,16.347929,1,8.843301096,2.057263136,60,599.9285889,-2.5,237.6486886,4224.874023,1.874416351,2.008432388,697.5949707,722.1473389,708.809082,1.132795334,2.208312988,1.243011475,342.6196289,207.7460938,745,1206.482422
53:56.7,23:56.7,150852,60.09214783,55.54945374,60.13839722,1.758230209,9.5,858194,55,16.3484745,1,8.79472725,2.0574646,60,597.2607422,-2.5,237.2519598,4226.074219,1.871292114,2.011230469,691.9152832,716.1890869,709.1696777,1.167566299,1.826812744,1.099639893,377.5854492,207.7520142,745,1206.487305
03:56.8,33:56.8,150853,60.07427979,55.53146362,60.18266296,1.765491486,9.5,858194,55,16.34641075,1,8.769613808,2.065118313,60,597.2225342,-2.5,238.716296,4222.008789,1.867254257,2.009052277,688.0505371,717.6988525,706.9130859,1.149612427,2.160186768,1.146453857,361.5405273,207.5448608,745,1206.07251
12:17.7,42:17.7,150854,60.13200378,55.53797913,60.18652344,1.766347885,9.5,858194,55,16.34690666,1,8.73483646,2.055248976,60,578.7856445,-2.5,237.6553008,4221.84668,1.870218277,2.012752533,701.9099121,724.793335,706.5283203,1.140106201,1.859344482,0.7137756348,343.1494141,207.749939,745,1206.977295
22:17.7,52:17.7,150855,60.07287598,55.50648499,60.23345947,1.748392105,9.5,858194,55,16.34816551,1,8.74055851,2.064312696,60,595.2155762,-2.5,235.4249728,4222.954102,1.870342255,2.020587921,704.4958496,723.6231689,705.3317871,1.181091309,1.968933105,1.242919922,373.4228516,207.6421509,745,1205.481689
30:34.5,00:34.5,150856,60.08279419,55.56433105,60.21340942,1.774305344,9.5,858194,55,16.34533119,1,8.727493162,2.058673143,60,585.7694092,-2.5,233.9626712,4223.472656,1.870153427,2.009313583,697.1335449,717.3392334,703.2875977,1.147533417,1.774291992,1.018157959,421.40625,207.5054321,745,1206.459473
40:34.5,10:34.5,150857,59.93772888,55.42460632,60.20950317,1.769540787,9.5,858194,55,16.3464756,1,8.671607807,2.051825047,60,576.9381104,-2.5,234.3594,4223.103516,1.866546631,2.010730743,690.1152344,711.9195557,701.418457,1.110919952,1.923217773,0.8185119629,392.2680664,207.5496216,745,1205.493896
48:54.1,18:54.1,150858,59.97041321,55.45651245,60.26483154,1.741821289,9.5,858194,55,16.3450985,1,8.664010197,2.058270216,60,569.0756836,-2.5,234.905665,4227.59375,1.866933823,2.011617661,687.2570801,716.4232178,700.8693848,1.171588898,1.909515381,0.8140258789,361.9946289,207.6636963,745,1205.409668
58:54.1,28:54.1,150859,59.97242737,55.42973328,60.32092285,1.762359619,9.5,858194,55,16.34387016,1,8.623796901,2.055651903,60,571.0296631,-2.5,234.7540943,4223.395508,1.869155884,2.011884689,700.4841309,729.5235596,698.1628418,1.126052856,2.162231445,1.260009766,400.0634766,207.8255005,745,1205.472412
07:11.7,37:11.7,150860,59.92077637,55.43058777,60.37657166,1.757469177,9.5,858194,55,16.3456974,1,8.634191958,2.060687304,60,574.7705078,-2.5,235.0190888,4222.767578,1.874633789,2.011976242,705.798584,727.7337646,696.9558105,1.174554825,1.803833008,1.126281738,362.3730469,207.8896484,745,1205.554199
17:11.7,47:11.7,150861,59.91055298,55.44963074,60.42779541,1.772516251,9.5,858194,55,16.34451866,1,8.559582784,2.060284376,60,597.0206299,-2.5,235.8155981,4223.022461,1.86041832,2.010545731,699.5070801,719.0994873,696.1696777,1.133768082,1.809509277,0.4093933105,372.8173828,207.538208,745,1206.518555
25:31.1,55:31.1,150862,59.87049866,55.41488647,60.43327332,1.753526688,9.5,858194,55,16.34715462,1,8.523565659,2.058270216,60,580.0515137,-2.5,234.3380377,4223.699219,1.864521027,2.01581192,693.7521973,712.5684814,694.2780762,1.132631302,1.887115479,0.885345459,430.715332,207.7305298,745,1204.563965
29:56.6,59:56.6,150863,59.84957886,55.35630798,60.40252686,1.745059967,9.5,858194,55,16.37134361,1,8.553574632,2.066729784,60,589.4677734,-2.5,234.2866664,4223.431641,1.859306335,2.014892578,690.7612305,710.9385986,692.7316895,1.129058838,1.985839844,1.048675537,426.25,207.6696777,745,1204.526611
39:56.6,09:56.6,150864,59.7487793,55.31686401,60.45881653,1.756509781,9.5,858194,55,16.34902763,1,8.539587399,2.056658983,60,570.5280762,-2.5,233.9972578,4222.651367,1.862009048,2.022344589,689.3981934,722.8724365,690.5014648,1.161224365,1.702087402,1.221069336,354.9560547,207.6107788,745,1203.96167
48:12.2,18:12.2,150865,59.84443665,55.33087158,60.49317932,1.767696381,9.5,858194,55,16.34990501,1,8.507702864,2.059277296,60,598.3286133,-2.5,234.7469735,4223.47168,1.859586716,2.021093369,701.3215332,735.8018799,689.7600098,1.15463829,1.879547119,1.100616455,370.3198242,207.6532593,745,1205.422363
58:12.2,28:12.2,150866,59.80337524,55.31518555,60.5352478,1.759902954,9.5,858194,55,16.34895515,1,8.465041803,2.066326857,60,571.9962158,-2.5,234.6381274,4219.629883,1.859727859,2.015130997,706.1948242,730.0653076,687.1694336,1.160690308,1.891815186,0.7515258789,368.503418,207.7803345,745,1203.479736
06:27.6,36:27.6,150867,59.84857178,55.35688782,60.46432495,1.754776001,9.5,858194,55,16.34704399,1,8.420378024,2.06451416,60,562.5423584,-2.5,234.4977464,4222.816406,1.869838715,2.021213531,700.1035156,721.0718994,685.7644043,1.127281189,1.93081665,0.8502807617,353.8208008,207.562439,745,1205.013184
16:27.6,46:27.6,150868,59.8059082,55.3203125,60.45793152,1.748092651,9.5,858194,55,16.34523582,1,8.425591447,2.054241896,60,578.7670898,-2.5,234.6371101,4222.992188,1.862499237,2.019708633,691.3737793,714.286499,486.0183105,1.147977829,1.707580566,1.212127686,385.6835938,207.4459229,745,1203.429688
24:42.2,54:42.2,150869,59.79426575,55.36271667,60.54789734,1.76897049,9.5,858194,55,16.34596062,1,8.416054697,2.051623583,60,591.963623,-2.5,233.3350259,4223.90625,1.86583519,2.015176773,686.5319824,725.4698486,1113.341064,1.14008522,1.833251953,0.9010925293,388.1054688,207.6472168,745,1204.375732
34:42.2,04:42.2,150870,59.78715515,55.3258667,60.54606628,1.751497269,9.5,858194,55,16.34556007,1,8.39955612,2.062701464,60,578.7145996,-2.5,234.0420169,4225.379883,1.850774765,2.011863708,697.3103027,745.8031006,670.8261719,1.129722595,1.900726318,0.3123779297,356.8481445,207.7677612,745,1203.343506
42:58.5,12:58.5,150871,59.80084229,55.39627075,60.53919983,1.75330925,9.5,858194,55,16.34857368,1,8.302154113,2.060687304,60,577.5130615,-2.5,235.0969086,4223.408203,1.862451553,2.010604858,706.0085449,733.9591064,668.2995605,1.137537003,1.940551758,0.8908996582,373.0444336,207.6773682,745,1203.340088
